datetime,actual_load_mw,forecast_load_mw,date,year,month,day,hour,day_of_week,day_of_year,is_weekend,forecast_error_mw,forecast_error_pct
2024-09-09 14:00:00,3034.0,3190.0,2024-09-09,2024,9,9,15,0,253,0,-156.0,-5.14
2024-09-09 15:00:00,3009.0,3187.5,2024-09-09,2024,9,9,16,0,253,0,-178.5,-5.93
2024-09-09 16:00:00,3035.0,3140.0,2024-09-09,2024,9,9,17,0,253,0,-105.0,-3.46
2024-09-09 17:00:00,2994.0,3085.0,2024-09-09,2024,9,9,18,0,253,0,-91.0,-3.04
2024-09-09 18:00:00,2994.0,3120.0,2024-09-09,2024,9,9,19,0,253,0,-126.0,-4.21
2024-09-09 19:00:00,3030.0,3172.5,2024-09-09,2024,9,9,20,0,253,0,-142.5,-4.7
2024-09-09 20:00:00,2955.0,3120.0,2024-09-09,2024,9,9,21,0,253,0,-165.0,-5.58
2024-09-09 21:00:00,2748.0,2907.5,2024-09-09,2024,9,9,22,0,253,0,-159.5,-5.8
2024-09-09 22:00:00,2565.0,2737.5,2024-09-09,2024,9,9,23,0,253,0,-172.5,-6.73
2024-09-09 23:00:00,2433.0,2592.5,2024-09-09,2024,9,9,24,0,253,0,-159.5,-6.56
2024-09-10 00:00:00,2331.0,2465.3,2024-09-10,2024,9,10,1,1,254,0,-134.30000000000018,-5.76
2024-09-10 01:00:00,2246.0,2348.0,2024-09-10,2024,9,10,2,1,254,0,-102.0,-4.54
2024-09-10 02:00:00,2189.0,2301.3,2024-09-10,2024,9,10,3,1,254,0,-112.30000000000018,-5.13
2024-09-10 03:00:00,2175.0,2301.0,2024-09-10,2024,9,10,4,1,254,0,-126.0,-5.79
2024-09-10 04:00:00,2236.0,2334.5,2024-09-10,2024,9,10,5,1,254,0,-98.5,-4.41
2024-09-10 05:00:00,2407.0,2549.3,2024-09-10,2024,9,10,6,1,254,0,-142.30000000000018,-5.91
2024-09-10 06:00:00,2765.0,2929.8,2024-09-10,2024,9,10,7,1,254,0,-164.80000000000018,-5.96
2024-09-10 07:00:00,2952.0,3037.3,2024-09-10,2024,9,10,8,1,254,0,-85.30000000000018,-2.89
2024-09-10 08:00:00,3066.0,3104.5,2024-09-10,2024,9,10,9,1,254,0,-38.5,-1.26
2024-09-10 09:00:00,3096.0,3081.3,2024-09-10,2024,9,10,10,1,254,0,14.699999999999818,0.47
2024-09-10 10:00:00,3036.0,3002.3,2024-09-10,2024,9,10,11,1,254,0,33.69999999999982,1.11
2024-09-10 11:00:00,3037.0,3088.0,2024-09-10,2024,9,10,12,1,254,0,-51.0,-1.68
2024-09-10 12:00:00,3060.0,3139.5,2024-09-10,2024,9,10,13,1,254,0,-79.5,-2.6
2024-09-10 13:00:00,3004.0,3069.3,2024-09-10,2024,9,10,14,1,254,0,-65.30000000000018,-2.17
2024-09-10 14:00:00,2938.0,3033.3,2024-09-10,2024,9,10,15,1,254,0,-95.30000000000018,-3.24
2024-09-10 15:00:00,2922.0,3046.5,2024-09-10,2024,9,10,16,1,254,0,-124.5,-4.26
2024-09-10 16:00:00,2943.0,3071.8,2024-09-10,2024,9,10,17,1,254,0,-128.80000000000018,-4.38
2024-09-10 17:00:00,2914.0,3094.3,2024-09-10,2024,9,10,18,1,254,0,-180.30000000000018,-6.19
2024-09-10 18:00:00,2924.0,3121.0,2024-09-10,2024,9,10,19,1,254,0,-197.0,-6.74
2024-09-10 19:00:00,3040.0,3145.0,2024-09-10,2024,9,10,20,1,254,0,-105.0,-3.45
2024-09-10 20:00:00,3018.0,3098.3,2024-09-10,2024,9,10,21,1,254,0,-80.30000000000018,-2.66
2024-09-10 21:00:00,2789.0,2886.8,2024-09-10,2024,9,10,22,1,254,0,-97.80000000000018,-3.51
2024-09-10 22:00:00,2602.0,2641.5,2024-09-10,2024,9,10,23,1,254,0,-39.5,-1.52
2024-09-10 23:00:00,2456.0,2520.5,2024-09-10,2024,9,10,24,1,254,0,-64.5,-2.63
2024-09-11 00:00:00,2344.0,2330.8,2024-09-11,2024,9,11,1,2,255,0,13.199999999999818,0.56
2024-09-11 01:00:00,2261.0,2238.8,2024-09-11,2024,9,11,2,2,255,0,22.199999999999818,0.98
2024-09-11 02:00:00,2214.0,2189.8,2024-09-11,2024,9,11,3,2,255,0,24.199999999999818,1.09
2024-09-11 03:00:00,2213.0,2180.5,2024-09-11,2024,9,11,4,2,255,0,32.5,1.47
2024-09-11 04:00:00,2271.0,2233.3,2024-09-11,2024,9,11,5,2,255,0,37.69999999999982,1.66
2024-09-11 05:00:00,2439.0,2419.0,2024-09-11,2024,9,11,6,2,255,0,20.0,0.82
2024-09-11 06:00:00,2782.0,2765.8,2024-09-11,2024,9,11,7,2,255,0,16.199999999999818,0.58
2024-09-11 07:00:00,2958.0,2912.3,2024-09-11,2024,9,11,8,2,255,0,45.69999999999982,1.54
2024-09-11 08:00:00,3037.0,2992.3,2024-09-11,2024,9,11,9,2,255,0,44.69999999999982,1.47
2024-09-11 09:00:00,3011.0,3009.0,2024-09-11,2024,9,11,10,2,255,0,2.0,0.07
2024-09-11 10:00:00,2916.0,2956.8,2024-09-11,2024,9,11,11,2,255,0,-40.80000000000018,-1.4
2024-09-11 11:00:00,2902.0,3014.0,2024-09-11,2024,9,11,12,2,255,0,-112.0,-3.86
2024-09-11 12:00:00,2900.0,3060.3,2024-09-11,2024,9,11,13,2,255,0,-160.30000000000018,-5.53
2024-09-11 13:00:00,2873.0,2985.3,2024-09-11,2024,9,11,14,2,255,0,-112.30000000000018,-3.91
2024-09-11 14:00:00,2823.0,3004.3,2024-09-11,2024,9,11,15,2,255,0,-181.30000000000018,-6.42
2024-09-11 15:00:00,2798.0,3022.3,2024-09-11,2024,9,11,16,2,255,0,-224.30000000000018,-8.02
2024-09-11 16:00:00,2840.0,3072.0,2024-09-11,2024,9,11,17,2,255,0,-232.0,-8.17
2024-09-11 17:00:00,2887.0,3077.3,2024-09-11,2024,9,11,18,2,255,0,-190.30000000000018,-6.59
2024-09-11 18:00:00,2936.0,3068.8,2024-09-11,2024,9,11,19,2,255,0,-132.80000000000018,-4.52
2024-09-11 19:00:00,3063.0,3103.5,2024-09-11,2024,9,11,20,2,255,0,-40.5,-1.32
2024-09-11 20:00:00,3020.0,3069.0,2024-09-11,2024,9,11,21,2,255,0,-49.0,-1.62
2024-09-11 21:00:00,2802.0,2798.8,2024-09-11,2024,9,11,22,2,255,0,3.199999999999818,0.11
2024-09-11 22:00:00,2595.0,2552.8,2024-09-11,2024,9,11,23,2,255,0,42.19999999999982,1.63
2024-09-11 23:00:00,2461.0,2446.8,2024-09-11,2024,9,11,24,2,255,0,14.199999999999818,0.58
2024-09-12 00:00:00,2367.0,2333.0,2024-09-12,2024,9,12,1,3,256,0,34.0,1.44
2024-09-12 01:00:00,2247.0,2239.0,2024-09-12,2024,9,12,2,3,256,0,8.0,0.36
2024-09-12 02:00:00,2209.0,2195.3,2024-09-12,2024,9,12,3,3,256,0,13.699999999999818,0.62
2024-09-12 03:00:00,2222.0,2190.8,2024-09-12,2024,9,12,4,3,256,0,31.199999999999818,1.4
2024-09-12 04:00:00,2291.0,2248.0,2024-09-12,2024,9,12,5,3,256,0,43.0,1.88
2024-09-12 05:00:00,2435.0,2466.5,2024-09-12,2024,9,12,6,3,256,0,-31.5,-1.29
2024-09-12 06:00:00,2805.0,2802.8,2024-09-12,2024,9,12,7,3,256,0,2.199999999999818,0.08
2024-09-12 07:00:00,2969.0,2974.8,2024-09-12,2024,9,12,8,3,256,0,-5.800000000000182,-0.2
2024-09-12 08:00:00,3050.0,3082.8,2024-09-12,2024,9,12,9,3,256,0,-32.80000000000018,-1.08
2024-09-12 09:00:00,3082.0,3052.8,2024-09-12,2024,9,12,10,3,256,0,29.199999999999818,0.95
2024-09-12 10:00:00,3029.0,2971.8,2024-09-12,2024,9,12,11,3,256,0,57.19999999999982,1.89
2024-09-12 11:00:00,3038.0,2996.0,2024-09-12,2024,9,12,12,3,256,0,42.0,1.38
2024-09-12 12:00:00,3052.0,3038.3,2024-09-12,2024,9,12,13,3,256,0,13.699999999999818,0.45
2024-09-12 13:00:00,3003.0,2980.5,2024-09-12,2024,9,12,14,3,256,0,22.5,0.75
2024-09-12 14:00:00,2954.0,2952.8,2024-09-12,2024,9,12,15,3,256,0,1.199999999999818,0.04
2024-09-12 15:00:00,2964.0,2946.5,2024-09-12,2024,9,12,16,3,256,0,17.5,0.59
2024-09-12 16:00:00,3025.0,2963.3,2024-09-12,2024,9,12,17,3,256,0,61.69999999999982,2.04
2024-09-12 17:00:00,3048.0,2964.8,2024-09-12,2024,9,12,18,3,256,0,83.19999999999982,2.73
2024-09-12 18:00:00,3051.0,2982.0,2024-09-12,2024,9,12,19,3,256,0,69.0,2.26
2024-09-12 19:00:00,3154.0,3078.5,2024-09-12,2024,9,12,20,3,256,0,75.5,2.39
2024-09-12 20:00:00,3075.0,3013.8,2024-09-12,2024,9,12,21,3,256,0,61.19999999999982,1.99
2024-09-12 21:00:00,2846.0,2756.5,2024-09-12,2024,9,12,22,3,256,0,89.5,3.14
2024-09-12 22:00:00,2630.0,2556.3,2024-09-12,2024,9,12,23,3,256,0,73.69999999999982,2.8
2024-09-12 23:00:00,2489.0,2428.5,2024-09-12,2024,9,12,24,3,256,0,60.5,2.43
2024-09-13 00:00:00,2382.0,2333.0,2024-09-13,2024,9,13,1,4,257,0,49.0,2.06
2024-09-13 01:00:00,2306.0,2239.0,2024-09-13,2024,9,13,2,4,257,0,67.0,2.91
2024-09-13 02:00:00,2273.0,2195.3,2024-09-13,2024,9,13,3,4,257,0,77.69999999999982,3.42
2024-09-13 03:00:00,2277.0,2226.5,2024-09-13,2024,9,13,4,4,257,0,50.5,2.22
2024-09-13 04:00:00,2340.0,2287.5,2024-09-13,2024,9,13,5,4,257,0,52.5,2.24
2024-09-13 05:00:00,2494.0,2472.5,2024-09-13,2024,9,13,6,4,257,0,21.5,0.86
2024-09-13 06:00:00,2863.0,2820.3,2024-09-13,2024,9,13,7,4,257,0,42.69999999999982,1.49
2024-09-13 07:00:00,3057.0,3044.8,2024-09-13,2024,9,13,8,4,257,0,12.199999999999818,0.4
2024-09-13 08:00:00,3198.0,3142.8,2024-09-13,2024,9,13,9,4,257,0,55.19999999999982,1.73
2024-09-13 09:00:00,3260.0,3172.8,2024-09-13,2024,9,13,10,4,257,0,87.19999999999982,2.67
2024-09-13 10:00:00,3236.0,3111.8,2024-09-13,2024,9,13,11,4,257,0,124.19999999999982,3.84
2024-09-13 11:00:00,3255.0,3136.0,2024-09-13,2024,9,13,12,4,257,0,119.0,3.66
2024-09-13 12:00:00,3284.0,3178.3,2024-09-13,2024,9,13,13,4,257,0,105.69999999999982,3.22
2024-09-13 13:00:00,3252.0,3120.5,2024-09-13,2024,9,13,14,4,257,0,131.5,4.04
2024-09-13 14:00:00,3166.0,3075.3,2024-09-13,2024,9,13,15,4,257,0,90.69999999999982,2.86
2024-09-13 15:00:00,3134.0,3033.8,2024-09-13,2024,9,13,16,4,257,0,100.19999999999982,3.2
2024-09-13 16:00:00,3134.0,3015.8,2024-09-13,2024,9,13,17,4,257,0,118.19999999999982,3.77
2024-09-13 17:00:00,3064.0,2964.8,2024-09-13,2024,9,13,18,4,257,0,99.19999999999982,3.24
2024-09-13 18:00:00,3066.0,2968.3,2024-09-13,2024,9,13,19,4,257,0,97.69999999999982,3.19
2024-09-13 19:00:00,3092.0,2983.8,2024-09-13,2024,9,13,20,4,257,0,108.19999999999982,3.5
2024-09-13 20:00:00,2992.0,2875.0,2024-09-13,2024,9,13,21,4,257,0,117.0,3.91
2024-09-13 21:00:00,2749.0,2681.5,2024-09-13,2024,9,13,22,4,257,0,67.5,2.46
2024-09-13 22:00:00,2571.0,2496.3,2024-09-13,2024,9,13,23,4,257,0,74.69999999999982,2.91
2024-09-13 23:00:00,2436.0,2358.5,2024-09-13,2024,9,13,24,4,257,0,77.5,3.18
2024-09-14 00:00:00,2323.0,2465.0,2024-09-14,2024,9,14,1,5,258,1,-142.0,-6.11
2024-09-14 01:00:00,2212.0,2367.5,2024-09-14,2024,9,14,2,5,258,1,-155.5,-7.03
2024-09-14 02:00:00,2187.0,2292.5,2024-09-14,2024,9,14,3,5,258,1,-105.5,-4.82
2024-09-14 03:00:00,2175.0,2265.0,2024-09-14,2024,9,14,4,5,258,1,-90.0,-4.14
2024-09-14 04:00:00,2170.0,2262.5,2024-09-14,2024,9,14,5,5,258,1,-92.5,-4.26
2024-09-14 05:00:00,2204.0,2290.0,2024-09-14,2024,9,14,6,5,258,1,-86.0,-3.9
2024-09-14 06:00:00,2279.0,2377.5,2024-09-14,2024,9,14,7,5,258,1,-98.5,-4.32
2024-09-14 07:00:00,2436.0,2535.0,2024-09-14,2024,9,14,8,5,258,1,-99.0,-4.06
2024-09-14 08:00:00,2649.0,2685.0,2024-09-14,2024,9,14,9,5,258,1,-36.0,-1.36
2024-09-14 09:00:00,2809.0,2822.5,2024-09-14,2024,9,14,10,5,258,1,-13.5,-0.48
2024-09-14 10:00:00,2911.0,2865.0,2024-09-14,2024,9,14,11,5,258,1,46.0,1.58
2024-09-14 11:00:00,3005.0,2935.0,2024-09-14,2024,9,14,12,5,258,1,70.0,2.33
2024-09-14 12:00:00,2963.0,2900.0,2024-09-14,2024,9,14,13,5,258,1,63.0,2.13
2024-09-14 13:00:00,2871.0,2847.5,2024-09-14,2024,9,14,14,5,258,1,23.5,0.82
2024-09-14 14:00:00,2776.0,2787.5,2024-09-14,2024,9,14,15,5,258,1,-11.5,-0.41
2024-09-14 15:00:00,2702.0,2765.0,2024-09-14,2024,9,14,16,5,258,1,-63.0,-2.33
2024-09-14 16:00:00,2726.0,2727.5,2024-09-14,2024,9,14,17,5,258,1,-1.5,-0.06
2024-09-14 17:00:00,2701.0,2725.0,2024-09-14,2024,9,14,18,5,258,1,-24.0,-0.89
2024-09-14 18:00:00,2687.0,2780.0,2024-09-14,2024,9,14,19,5,258,1,-93.0,-3.46
2024-09-14 19:00:00,2738.0,2825.0,2024-09-14,2024,9,14,20,5,258,1,-87.0,-3.18
2024-09-14 20:00:00,2681.0,2807.5,2024-09-14,2024,9,14,21,5,258,1,-126.5,-4.72
2024-09-14 21:00:00,2522.0,2640.0,2024-09-14,2024,9,14,22,5,258,1,-118.0,-4.68
2024-09-14 22:00:00,2365.0,2490.0,2024-09-14,2024,9,14,23,5,258,1,-125.0,-5.29
2024-09-14 23:00:00,2240.0,2347.5,2024-09-14,2024,9,14,24,5,258,1,-107.5,-4.8
2024-09-15 00:00:00,2132.0,2121.5,2024-09-15,2024,9,15,1,6,259,1,10.5,0.49
2024-09-15 01:00:00,2024.0,2019.0,2024-09-15,2024,9,15,2,6,259,1,5.0,0.25
2024-09-15 02:00:00,2004.0,1998.0,2024-09-15,2024,9,15,3,6,259,1,6.0,0.3
2024-09-15 03:00:00,1975.0,1975.5,2024-09-15,2024,9,15,4,6,259,1,-0.5,-0.03
2024-09-15 04:00:00,1979.0,2002.8,2024-09-15,2024,9,15,5,6,259,1,-23.799999999999955,-1.2
2024-09-15 05:00:00,1999.0,2025.0,2024-09-15,2024,9,15,6,6,259,1,-26.0,-1.3
2024-09-15 06:00:00,2046.0,2109.3,2024-09-15,2024,9,15,7,6,259,1,-63.30000000000018,-3.09
2024-09-15 07:00:00,2178.0,2268.8,2024-09-15,2024,9,15,8,6,259,1,-90.80000000000018,-4.17
2024-09-15 08:00:00,2414.0,2442.3,2024-09-15,2024,9,15,9,6,259,1,-28.300000000000182,-1.17
2024-09-15 09:00:00,2578.0,2654.5,2024-09-15,2024,9,15,10,6,259,1,-76.5,-2.97
2024-09-15 10:00:00,2682.0,2777.8,2024-09-15,2024,9,15,11,6,259,1,-95.80000000000018,-3.57
2024-09-15 11:00:00,2766.0,2758.8,2024-09-15,2024,9,15,12,6,259,1,7.199999999999818,0.26
2024-09-15 12:00:00,2650.0,2659.8,2024-09-15,2024,9,15,13,6,259,1,-9.800000000000182,-0.37
2024-09-15 13:00:00,2511.0,2600.5,2024-09-15,2024,9,15,14,6,259,1,-89.5,-3.56
2024-09-15 14:00:00,2400.0,2546.8,2024-09-15,2024,9,15,15,6,259,1,-146.80000000000018,-6.12
2024-09-15 15:00:00,2356.0,2483.5,2024-09-15,2024,9,15,16,6,259,1,-127.5,-5.41
2024-09-15 16:00:00,2388.0,2509.0,2024-09-15,2024,9,15,17,6,259,1,-121.0,-5.07
2024-09-15 17:00:00,2415.0,2562.8,2024-09-15,2024,9,15,18,6,259,1,-147.80000000000018,-6.12
2024-09-15 18:00:00,2495.0,2641.8,2024-09-15,2024,9,15,19,6,259,1,-146.80000000000018,-5.88
2024-09-15 19:00:00,2647.0,2735.5,2024-09-15,2024,9,15,20,6,259,1,-88.5,-3.34
2024-09-15 20:00:00,2618.0,2718.8,2024-09-15,2024,9,15,21,6,259,1,-100.80000000000018,-3.85
2024-09-15 21:00:00,2458.0,2499.8,2024-09-15,2024,9,15,22,6,259,1,-41.80000000000018,-1.7
2024-09-15 22:00:00,2334.0,2372.8,2024-09-15,2024,9,15,23,6,259,1,-38.80000000000018,-1.66
2024-09-15 23:00:00,2207.0,2267.0,2024-09-15,2024,9,15,24,6,259,1,-60.0,-2.72
2024-09-16 00:00:00,2124.0,2171.8,2024-09-16,2024,9,16,1,0,260,0,-47.80000000000018,-2.25
2024-09-16 01:00:00,2013.0,2121.5,2024-09-16,2024,9,16,2,0,260,0,-108.5,-5.39
2024-09-16 02:00:00,1983.0,2091.3,2024-09-16,2024,9,16,3,0,260,0,-108.30000000000018,-5.46
2024-09-16 03:00:00,1991.0,2081.0,2024-09-16,2024,9,16,4,0,260,0,-90.0,-4.52
2024-09-16 04:00:00,2064.0,2139.0,2024-09-16,2024,9,16,5,0,260,0,-75.0,-3.63
2024-09-16 05:00:00,2269.0,2374.8,2024-09-16,2024,9,16,6,0,260,0,-105.80000000000018,-4.66
2024-09-16 06:00:00,2738.0,2811.3,2024-09-16,2024,9,16,7,0,260,0,-73.30000000000018,-2.68
2024-09-16 07:00:00,3017.0,3010.0,2024-09-16,2024,9,16,8,0,260,0,7.0,0.23
2024-09-16 08:00:00,3164.0,3136.0,2024-09-16,2024,9,16,9,0,260,0,28.0,0.88
2024-09-16 09:00:00,3241.0,3176.5,2024-09-16,2024,9,16,10,0,260,0,64.5,1.99
2024-09-16 10:00:00,3187.0,3137.5,2024-09-16,2024,9,16,11,0,260,0,49.5,1.55
2024-09-16 11:00:00,3185.0,3167.0,2024-09-16,2024,9,16,12,0,260,0,18.0,0.57
2024-09-16 12:00:00,3179.0,3200.0,2024-09-16,2024,9,16,13,0,260,0,-21.0,-0.66
2024-09-16 13:00:00,3136.0,3183.0,2024-09-16,2024,9,16,14,0,260,0,-47.0,-1.5
2024-09-16 14:00:00,3069.0,3092.5,2024-09-16,2024,9,16,15,0,260,0,-23.5,-0.77
2024-09-16 15:00:00,3040.0,3063.3,2024-09-16,2024,9,16,16,0,260,0,-23.300000000000182,-0.77
2024-09-16 16:00:00,3037.0,3123.8,2024-09-16,2024,9,16,17,0,260,0,-86.80000000000018,-2.86
2024-09-16 17:00:00,3019.0,3105.8,2024-09-16,2024,9,16,18,0,260,0,-86.80000000000018,-2.88
2024-09-16 18:00:00,3038.0,3123.8,2024-09-16,2024,9,16,19,0,260,0,-85.80000000000018,-2.82
2024-09-16 19:00:00,3141.0,3137.0,2024-09-16,2024,9,16,20,0,260,0,4.0,0.13
2024-09-16 20:00:00,3058.0,3048.3,2024-09-16,2024,9,16,21,0,260,0,9.699999999999818,0.32
2024-09-16 21:00:00,2813.0,2778.3,2024-09-16,2024,9,16,22,0,260,0,34.69999999999982,1.23
2024-09-16 22:00:00,2613.0,2614.0,2024-09-16,2024,9,16,23,0,260,0,-1.0,-0.04
2024-09-16 23:00:00,2487.0,2491.8,2024-09-16,2024,9,16,24,0,260,0,-4.800000000000182,-0.19
2024-09-17 00:00:00,2354.0,2403.5,2024-09-17,2024,9,17,1,1,261,0,-49.5,-2.1
2024-09-17 01:00:00,2254.0,2303.8,2024-09-17,2024,9,17,2,1,261,0,-49.80000000000018,-2.21
2024-09-17 02:00:00,2213.0,2280.0,2024-09-17,2024,9,17,3,1,261,0,-67.0,-3.03
2024-09-17 03:00:00,2209.0,2283.0,2024-09-17,2024,9,17,4,1,261,0,-74.0,-3.35
2024-09-17 04:00:00,2289.0,2333.0,2024-09-17,2024,9,17,5,1,261,0,-44.0,-1.92
2024-09-17 05:00:00,2464.0,2515.3,2024-09-17,2024,9,17,6,1,261,0,-51.30000000000018,-2.08
2024-09-17 06:00:00,2822.0,2878.0,2024-09-17,2024,9,17,7,1,261,0,-56.0,-1.98
2024-09-17 07:00:00,3016.0,3042.0,2024-09-17,2024,9,17,8,1,261,0,-26.0,-0.86
2024-09-17 08:00:00,3090.0,3151.5,2024-09-17,2024,9,17,9,1,261,0,-61.5,-1.99
2024-09-17 09:00:00,3118.0,3176.0,2024-09-17,2024,9,17,10,1,261,0,-58.0,-1.86
2024-09-17 10:00:00,3047.0,3137.5,2024-09-17,2024,9,17,11,1,261,0,-90.5,-2.97
2024-09-17 11:00:00,3052.0,3152.3,2024-09-17,2024,9,17,12,1,261,0,-100.30000000000018,-3.29
2024-09-17 12:00:00,3035.0,3169.3,2024-09-17,2024,9,17,13,1,261,0,-134.30000000000018,-4.43
2024-09-17 13:00:00,2954.0,3117.8,2024-09-17,2024,9,17,14,1,261,0,-163.80000000000018,-5.55
2024-09-17 14:00:00,2864.0,3099.8,2024-09-17,2024,9,17,15,1,261,0,-235.80000000000018,-8.23
2024-09-17 15:00:00,2855.0,3089.3,2024-09-17,2024,9,17,16,1,261,0,-234.30000000000018,-8.21
2024-09-17 16:00:00,2906.0,3084.8,2024-09-17,2024,9,17,17,1,261,0,-178.80000000000018,-6.15
2024-09-17 17:00:00,2927.0,3121.5,2024-09-17,2024,9,17,18,1,261,0,-194.5,-6.65
2024-09-17 18:00:00,3000.0,3139.0,2024-09-17,2024,9,17,19,1,261,0,-139.0,-4.63
2024-09-17 19:00:00,3138.0,3203.5,2024-09-17,2024,9,17,20,1,261,0,-65.5,-2.09
2024-09-17 20:00:00,3061.0,3133.8,2024-09-17,2024,9,17,21,1,261,0,-72.80000000000018,-2.38
2024-09-17 21:00:00,2812.0,2890.8,2024-09-17,2024,9,17,22,1,261,0,-78.80000000000018,-2.8
2024-09-17 22:00:00,2615.0,2655.0,2024-09-17,2024,9,17,23,1,261,0,-40.0,-1.53
2024-09-17 23:00:00,2481.0,2534.3,2024-09-17,2024,9,17,24,1,261,0,-53.30000000000018,-2.15
2024-09-18 00:00:00,2368.0,2327.0,2024-09-18,2024,9,18,1,2,262,0,41.0,1.73
2024-09-18 01:00:00,2277.0,2252.3,2024-09-18,2024,9,18,2,2,262,0,24.699999999999818,1.08
2024-09-18 02:00:00,2223.0,2203.8,2024-09-18,2024,9,18,3,2,262,0,19.199999999999818,0.86
2024-09-18 03:00:00,2202.0,2209.0,2024-09-18,2024,9,18,4,2,262,0,-7.0,-0.32
2024-09-18 04:00:00,2269.0,2296.8,2024-09-18,2024,9,18,5,2,262,0,-27.800000000000182,-1.23
2024-09-18 05:00:00,2445.0,2480.5,2024-09-18,2024,9,18,6,2,262,0,-35.5,-1.45
2024-09-18 06:00:00,2814.0,2860.8,2024-09-18,2024,9,18,7,2,262,0,-46.80000000000018,-1.66
2024-09-18 07:00:00,2996.0,3060.3,2024-09-18,2024,9,18,8,2,262,0,-64.30000000000018,-2.15
2024-09-18 08:00:00,3037.0,3106.0,2024-09-18,2024,9,18,9,2,262,0,-69.0,-2.27
2024-09-18 09:00:00,2984.0,3067.5,2024-09-18,2024,9,18,10,2,262,0,-83.5,-2.8
2024-09-18 10:00:00,2867.0,3003.8,2024-09-18,2024,9,18,11,2,262,0,-136.80000000000018,-4.77
2024-09-18 11:00:00,2865.0,3036.3,2024-09-18,2024,9,18,12,2,262,0,-171.30000000000018,-5.98
2024-09-18 12:00:00,2888.0,3019.5,2024-09-18,2024,9,18,13,2,262,0,-131.5,-4.55
2024-09-18 13:00:00,2894.0,2949.5,2024-09-18,2024,9,18,14,2,262,0,-55.5,-1.92
2024-09-18 14:00:00,2869.0,2916.0,2024-09-18,2024,9,18,15,2,262,0,-47.0,-1.64
2024-09-18 15:00:00,2845.0,2902.0,2024-09-18,2024,9,18,16,2,262,0,-57.0,-2.0
2024-09-18 16:00:00,2888.0,2916.5,2024-09-18,2024,9,18,17,2,262,0,-28.5,-0.99
2024-09-18 17:00:00,2922.0,2918.8,2024-09-18,2024,9,18,18,2,262,0,3.199999999999818,0.11
2024-09-18 18:00:00,2975.0,2934.5,2024-09-18,2024,9,18,19,2,262,0,40.5,1.36
2024-09-18 19:00:00,3110.0,3079.8,2024-09-18,2024,9,18,20,2,262,0,30.199999999999818,0.97
2024-09-18 20:00:00,3028.0,3046.5,2024-09-18,2024,9,18,21,2,262,0,-18.5,-0.61
2024-09-18 21:00:00,2769.0,2798.0,2024-09-18,2024,9,18,22,2,262,0,-29.0,-1.05
2024-09-18 22:00:00,2564.0,2586.3,2024-09-18,2024,9,18,23,2,262,0,-22.300000000000182,-0.87
2024-09-18 23:00:00,2436.0,2470.5,2024-09-18,2024,9,18,24,2,262,0,-34.5,-1.42
2024-09-19 00:00:00,2318.0,2365.0,2024-09-19,2024,9,19,1,3,263,0,-47.0,-2.03
2024-09-19 01:00:00,2213.0,2275.0,2024-09-19,2024,9,19,2,3,263,0,-62.0,-2.8
2024-09-19 02:00:00,2177.0,2225.0,2024-09-19,2024,9,19,3,3,263,0,-48.0,-2.2
2024-09-19 03:00:00,2177.0,2197.5,2024-09-19,2024,9,19,4,3,263,0,-20.5,-0.94
2024-09-19 04:00:00,2239.0,2280.0,2024-09-19,2024,9,19,5,3,263,0,-41.0,-1.83
2024-09-19 05:00:00,2422.0,2450.0,2024-09-19,2024,9,19,6,3,263,0,-28.0,-1.16
2024-09-19 06:00:00,2848.0,2807.5,2024-09-19,2024,9,19,7,3,263,0,40.5,1.42
2024-09-19 07:00:00,2976.0,3017.5,2024-09-19,2024,9,19,8,3,263,0,-41.5,-1.39
2024-09-19 08:00:00,3003.0,3075.0,2024-09-19,2024,9,19,9,3,263,0,-72.0,-2.4
2024-09-19 09:00:00,2987.0,3057.5,2024-09-19,2024,9,19,10,3,263,0,-70.5,-2.36
2024-09-19 10:00:00,2881.0,3062.5,2024-09-19,2024,9,19,11,3,263,0,-181.5,-6.3
2024-09-19 11:00:00,2876.0,3057.5,2024-09-19,2024,9,19,12,3,263,0,-181.5,-6.31
2024-09-19 12:00:00,2897.0,3120.0,2024-09-19,2024,9,19,13,3,263,0,-223.0,-7.7
2024-09-19 13:00:00,2863.0,3125.0,2024-09-19,2024,9,19,14,3,263,0,-262.0,-9.15
2024-09-19 14:00:00,2830.0,3015.0,2024-09-19,2024,9,19,15,3,263,0,-185.0,-6.54
2024-09-19 15:00:00,2822.0,2865.0,2024-09-19,2024,9,19,16,3,263,0,-43.0,-1.52
2024-09-19 16:00:00,2899.0,2910.0,2024-09-19,2024,9,19,17,3,263,0,-11.0,-0.38
2024-09-19 17:00:00,2942.0,2937.5,2024-09-19,2024,9,19,18,3,263,0,4.5,0.15
2024-09-19 18:00:00,2998.0,2997.5,2024-09-19,2024,9,19,19,3,263,0,0.5,0.02
2024-09-19 19:00:00,3122.0,3140.0,2024-09-19,2024,9,19,20,3,263,0,-18.0,-0.58
2024-09-19 20:00:00,3045.0,3067.5,2024-09-19,2024,9,19,21,3,263,0,-22.5,-0.74
2024-09-19 21:00:00,2831.0,2815.0,2024-09-19,2024,9,19,22,3,263,0,16.0,0.57
2024-09-19 22:00:00,2635.0,2620.0,2024-09-19,2024,9,19,23,3,263,0,15.0,0.57
